,TimeID,Day,Month,Year,Quarter,Time
12179,12180,13,5,2019,2,15:46:44
12180,12181,12,10,2020,4,21:52:25
12181,12182,6,4,2021,2,11:55:17
12182,12183,24,12,2020,4,16:3:5
12183,12184,24,5,2020,2,20:57:41
12184,12185,7,2,2019,1,9:32:2
12185,12186,7,8,2019,3,13:13:54
12186,12187,11,10,2019,4,17:6:10
12187,12188,17,5,2019,2,12:19:54
12188,12189,3,1,2020,1,9:45:11
12189,12190,19,11,2019,4,18:1:41
12190,12191,22,10,2020,4,17:19:15
12191,12192,4,3,2020,1,17:45:4
12192,12193,16,3,2019,1,17:16:45
12193,12194,8,9,2020,3,14:16:44
12194,12195,7,8,2021,3,9:7:31
12195,12196,3,11,2020,4,18:10:8
12196,12197,13,7,2019,3,19:4:49
12197,12198,17,3,2020,1,18:53:27
12198,12199,11,3,2021,1,21:18:48
12199,12200,16,4,2019,2,10:35:27
12200,12201,27,2,2021,1,18:38:12
12201,12202,15,4,2019,2,11:28:54
12202,12203,6,10,2019,4,12:12:39
12203,12204,3,8,2020,3,21:55:26
12204,12205,25,4,2020,2,19:51:44
12205,12206,3,4,2020,2,11:40:36
12206,12207,3,4,2020,2,18:47:48
12207,12208,17,6,2021,2,18:25:29
12208,12209,2,5,2020,2,21:0:47
12209,12210,8,2,2020,1,9:5:31
12210,12211,23,1,2019,1,13:59:41
12211,12212,13,11,2020,4,20:26:6
12212,12213,3,4,2021,2,10:44:50
12213,12214,21,4,2021,2,19:35:12
12214,12215,14,11,2019,4,14:13:34
12215,12216,10,1,2021,1,11:42:12
12216,12217,14,1,2019,1,12:14:24
12217,12218,20,2,2020,1,11:16:18
12218,12219,1,9,2020,3,17:40:18
12219,12220,6,8,2021,3,12:29:25
12220,12221,25,8,2021,3,21:31:51
12221,12222,4,3,2020,1,18:11:47
12222,12223,2,10,2019,4,20:49:19
12223,12224,26,8,2021,3,19:54:40
12224,12225,5,3,2019,1,19:45:59
12225,12226,14,5,2020,2,14:20:27
12226,12227,22,4,2020,2,11:35:53
12227,12228,20,6,2020,2,12:34:22
12228,12229,28,10,2020,4,14:58:8
12229,12230,9,4,2019,2,12:34:24
12230,12231,26,5,2019,2,19:30:15
12231,12232,14,3,2021,1,13:37:14
12232,12233,7,10,2019,4,14:35:34
12233,12234,16,3,2019,1,13:16:49
12234,12235,23,5,2021,2,14:54:57
12235,12236,27,5,2019,2,15:15:3
12236,12237,8,4,2020,2,17:28:33
12237,12238,24,9,2020,3,16:52:14
12238,12239,13,2,2019,1,20:8:16
12239,12240,3,7,2019,3,16:17:7
12240,12241,8,7,2021,3,15:39:11
12241,12242,4,11,2019,4,9:7:34
12242,12243,8,6,2020,2,19:16:16
12243,12244,28,8,2020,3,17:30:7
12244,12245,5,7,2020,3,21:4:26
12245,12246,12,9,2021,3,20:30:39
12246,12247,9,1,2021,1,17:45:44
12247,12248,16,7,2021,3,18:30:11
12248,12249,25,7,2021,3,14:4:58
12249,12250,7,2,2021,1,15:1:5
12250,12251,9,1,2020,1,20:53:25
12251,12252,8,5,2020,2,12:55:42
12252,12253,4,7,2021,3,20:56:0
12253,12254,13,10,2020,4,14:55:55
12254,12255,9,5,2021,2,19:20:9
12255,12256,24,4,2019,2,15:21:55
12256,12257,16,1,2021,1,13:56:36
12257,12258,23,4,2021,2,20:12:12
12258,12259,8,8,2019,3,17:53:58
12259,12260,27,5,2019,2,21:18:6
12260,12261,15,9,2019,3,13:46:16
12261,12262,9,2,2021,1,10:23:52
12262,12263,28,9,2019,3,21:26:58
12263,12264,21,7,2019,3,9:17:35
12264,12265,11,11,2019,4,13:31:50
12265,12266,18,11,2020,4,19:44:7
12266,12267,24,3,2020,1,13:14:29
12267,12268,7,1,2021,1,14:18:41
12268,12269,5,11,2019,4,21:42:57
12269,12270,8,3,2020,1,14:25:43
12270,12271,5,1,2019,1,21:25:55
12271,12272,28,8,2021,3,10:52:38
12272,12273,12,1,2019,1,9:3:49
12273,12274,17,11,2019,4,18:15:3
12274,12275,10,6,2019,2,9:29:45
12275,12276,13,2,2020,1,10:32:15
12276,12277,28,11,2020,4,10:52:48
12277,12278,14,1,2020,1,14:44:12
12278,12279,14,9,2020,3,16:26:18
12279,12280,3,9,2019,3,12:21:42
12280,12281,18,5,2020,2,14:15:15
12281,12282,12,2,2020,1,12:33:41
12282,12283,23,6,2019,2,12:0:48
12283,12284,2,2,2019,1,19:2:35
12284,12285,9,12,2020,4,14:22:20
12285,12286,22,9,2019,3,19:24:17
12286,12287,11,9,2019,3,15:42:25
12287,12288,2,5,2021,2,19:19:31
12288,12289,13,1,2019,1,14:30:8
12289,12290,10,7,2021,3,20:37:18
12290,12291,17,6,2019,2,17:41:4
12291,12292,24,4,2019,2,15:35:36
12292,12293,20,10,2019,4,13:37:34
12293,12294,17,8,2021,3,19:41:9
12294,12295,26,7,2020,3,12:27:40
12295,12296,27,3,2021,1,9:56:45
12296,12297,13,5,2019,2,18:6:39
12297,12298,7,7,2019,3,19:9:31
12298,12299,18,12,2019,4,18:59:45
12299,12300,15,2,2019,1,19:3:18
12300,12301,26,8,2019,3,11:10:16
12301,12302,7,4,2020,2,11:28:51
12302,12303,14,3,2021,1,14:43:52
12303,12304,2,9,2019,3,19:58:2
12304,12305,1,9,2019,3,15:35:28
12305,12306,8,11,2020,4,15:48:18
12306,12307,25,2,2020,1,9:3:17
12307,12308,28,4,2020,2,18:18:59
12308,12309,23,5,2019,2,11:37:19
12309,12310,24,4,2020,2,20:56:20
12310,12311,11,1,2021,1,9:26:49
12311,12312,25,2,2019,1,11:18:51
12312,12313,15,5,2021,2,15:17:1
12313,12314,8,2,2021,1,15:21:36
12314,12315,13,3,2019,1,12:35:49
12315,12316,24,2,2021,1,17:1:20
12316,12317,7,3,2020,1,11:30:9
12317,12318,2,9,2021,3,12:21:14
12318,12319,25,9,2019,3,9:37:25
12319,12320,5,7,2019,3,20:18:37
12320,12321,17,5,2021,2,20:32:44
12321,12322,12,3,2020,1,11:17:48
12322,12323,13,7,2020,3,17:51:38
12323,12324,5,9,2019,3,12:23:54
12324,12325,8,8,2020,3,19:52:15
12325,12326,28,3,2019,1,20:41:7
12326,12327,21,7,2021,3,21:56:12
12327,12328,23,5,2020,2,14:8:42
12328,12329,8,5,2019,2,13:42:30
12329,12330,9,10,2019,4,9:34:48
12330,12331,8,6,2019,2,12:5:37
12331,12332,28,2,2019,1,20:18:32
12332,12333,2,3,2021,1,11:27:5
12333,12334,28,1,2021,1,17:46:53
12334,12335,1,6,2021,2,13:31:33
12335,12336,25,3,2021,1,16:38:41
12336,12337,12,4,2020,2,15:13:42
12337,12338,23,11,2020,4,20:32:7
12338,12339,5,1,2021,1,17:1:23
12339,12340,23,12,2019,4,19:56:13
12340,12341,4,1,2021,1,21:55:11
12341,12342,5,8,2019,3,10:42:12
12342,12343,15,10,2019,4,11:37:35
12343,12344,16,11,2020,4,9:2:43
12344,12345,20,5,2019,2,18:9:0
12345,12346,19,1,2020,1,18:10:36
12346,12347,18,7,2021,3,19:4:43
12347,12348,10,11,2020,4,21:52:19
12348,12349,9,7,2021,3,16:0:59
12349,12350,12,7,2019,3,19:32:39
12350,12351,22,6,2020,2,20:26:36
12351,12352,16,8,2021,3,12:53:6
12352,12353,21,2,2021,1,15:26:23
12353,12354,7,9,2020,3,12:23:13
12354,12355,13,1,2021,1,16:24:36
12355,12356,12,9,2021,3,9:36:44
12356,12357,20,6,2019,2,19:6:0
12357,12358,18,9,2019,3,11:7:59
12358,12359,11,3,2020,1,15:36:3
12359,12360,5,4,2020,2,16:23:8
12360,12361,5,12,2020,4,18:24:10
12361,12362,10,11,2020,4,14:47:9
12362,12363,11,6,2021,2,17:41:27
12363,12364,27,12,2019,4,18:30:2
12364,12365,2,5,2019,2,15:36:51
12365,12366,20,1,2021,1,17:1:17
12366,12367,13,1,2021,1,21:11:30
12367,12368,3,12,2019,4,10:33:39
12368,12369,23,2,2021,1,20:23:54
12369,12370,4,4,2021,2,20:53:10
12370,12371,22,9,2020,3,16:15:25
12371,12372,18,12,2019,4,19:2:9
12372,12373,21,2,2020,1,17:32:54
12373,12374,22,6,2020,2,10:17:38
12374,12375,23,11,2020,4,18:59:52
12375,12376,20,10,2020,4,16:0:41
12376,12377,5,12,2019,4,14:39:29
12377,12378,8,8,2020,3,17:48:7
12378,12379,11,6,2020,2,11:6:16
12379,12380,17,10,2019,4,18:55:38
12380,12381,21,9,2021,3,13:47:55
12381,12382,16,8,2019,3,18:4:29
12382,12383,9,7,2021,3,13:27:35
12383,12384,12,3,2021,1,10:10:33
12384,12385,17,8,2020,3,11:0:19
12385,12386,5,9,2021,3,16:47:30
12386,12387,4,9,2021,3,20:22:56
12387,12388,3,6,2020,2,14:47:41
12388,12389,27,12,2019,4,10:4:0
12389,12390,4,2,2020,1,17:5:14
12390,12391,3,1,2020,1,18:23:20
12391,12392,6,9,2020,3,13:35:56
12392,12393,11,6,2021,2,20:8:31
12393,12394,12,6,2019,2,12:12:30
12394,12395,25,1,2019,1,21:58:45
12395,12396,15,5,2019,2,14:7:0
12396,12397,24,3,2021,1,16:27:13
12397,12398,6,10,2019,4,12:53:40
12398,12399,15,9,2019,3,17:38:48
12399,12400,12,10,2019,4,19:16:39
12400,12401,19,1,2021,1,19:12:17
12401,12402,7,4,2021,2,19:53:59
12402,12403,14,6,2021,2,19:5:40
12403,12404,27,3,2019,1,17:53:4
12404,12405,7,1,2021,1,15:20:52
12405,12406,18,2,2021,1,20:54:28
12406,12407,4,1,2021,1,19:1:52
12407,12408,13,5,2019,2,16:16:50
12408,12409,27,1,2021,1,9:29:59
12409,12410,4,2,2021,1,16:2:57
12410,12411,20,10,2020,4,9:30:52
12411,12412,5,9,2019,3,12:27:19
12412,12413,14,11,2019,4,12:50:56
12413,12414,12,12,2019,4,14:42:42
12414,12415,24,6,2021,2,16:42:44
12415,12416,6,10,2019,4,14:28:38
12416,12417,14,2,2019,1,13:23:40
12417,12418,9,1,2021,1,16:37:44
12418,12419,15,2,2021,1,9:22:5
12419,12420,12,8,2019,3,19:16:8
12420,12421,12,6,2021,2,15:27:7
12421,12422,5,7,2021,3,18:52:5
12422,12423,4,4,2019,2,10:31:50
12423,12424,1,3,2021,1,18:51:49
12424,12425,9,6,2020,2,14:8:43
12425,12426,7,4,2020,2,16:54:19
12426,12427,28,5,2021,2,16:15:10
12427,12428,6,6,2019,2,13:17:11
12428,12429,27,7,2019,3,11:36:2
12429,12430,28,3,2020,1,13:16:55
12430,12431,5,9,2019,3,12:18:7
12431,12432,9,3,2019,1,14:31:50
12432,12433,13,5,2020,2,17:25:45
12433,12434,14,9,2021,3,15:57:50
12434,12435,26,5,2019,2,15:32:48
12435,12436,27,7,2020,3,14:32:6
12436,12437,27,2,2021,1,13:53:0
12437,12438,17,6,2020,2,15:15:28
12438,12439,13,10,2020,4,14:9:8
12439,12440,17,2,2021,1,15:49:42
12440,12441,19,10,2019,4,11:25:49
12441,12442,23,4,2021,2,18:49:36
12442,12443,22,8,2020,3,13:59:45
12443,12444,27,9,2021,3,17:35:20
12444,12445,12,10,2020,4,11:58:13
12445,12446,22,2,2021,1,9:41:32
12446,12447,25,5,2019,2,15:52:20
12447,12448,15,3,2021,1,9:18:33
12448,12449,18,1,2019,1,21:33:31
12449,12450,24,8,2021,3,20:29:12
12450,12451,27,9,2021,3,9:53:17
12451,12452,10,11,2019,4,9:27:37
12452,12453,21,3,2020,1,18:37:16
12453,12454,17,10,2020,4,15:6:51
12454,12455,18,11,2019,4,14:36:43
12455,12456,11,1,2021,1,21:20:3
12456,12457,11,6,2021,2,15:39:16
12457,12458,7,4,2021,2,21:34:1
12458,12459,4,9,2021,3,20:14:56
12459,12460,22,1,2021,1,18:32:23
12460,12461,12,4,2021,2,12:21:41
12461,12462,26,9,2020,3,18:4:49
12462,12463,25,7,2021,3,16:2:10
12463,12464,3,1,2021,1,21:5:31
12464,12465,7,6,2019,2,9:52:37
12465,12466,10,12,2019,4,13:4:8
12466,12467,13,1,2019,1,13:1:10
12467,12468,12,10,2019,4,15:1:30
12468,12469,20,5,2019,2,9:7:27
12469,12470,17,7,2020,3,10:29:38
12470,12471,25,1,2020,1,17:47:21
12471,12472,7,1,2021,1,13:27:49
12472,12473,9,2,2021,1,10:17:8
12473,12474,27,12,2020,4,10:42:8
12474,12475,17,5,2019,2,21:26:0
12475,12476,24,4,2021,2,11:13:19
12476,12477,19,5,2021,2,9:14:14
12477,12478,6,6,2019,2,20:59:25
12478,12479,27,8,2021,3,13:23:22
12479,12480,12,10,2020,4,10:30:22
12480,12481,14,6,2021,2,18:12:47
12481,12482,5,8,2020,3,20:54:34
12482,12483,17,3,2020,1,10:21:9
12483,12484,5,6,2019,2,15:28:9
12484,12485,20,6,2019,2,15:26:43
12485,12486,21,10,2019,4,14:30:1
12486,12487,5,3,2020,1,19:55:24
12487,12488,8,6,2021,2,21:25:32
12488,12489,1,4,2021,2,18:10:29
12489,12490,3,10,2020,4,18:1:33
12490,12491,28,6,2020,2,14:21:49
12491,12492,25,5,2021,2,15:5:52
12492,12493,24,7,2020,3,16:48:26
12493,12494,21,1,2019,1,11:45:12
12494,12495,1,5,2021,2,10:45:13
12495,12496,23,5,2019,2,12:45:22
12496,12497,4,2,2019,1,21:35:13
12497,12498,26,9,2019,3,15:22:41
12498,12499,8,9,2021,3,13:51:1
12499,12500,21,8,2020,3,20:11:51
12500,12501,18,2,2020,1,19:36:27
12501,12502,15,7,2021,3,19:21:15
12502,12503,12,7,2020,3,15:32:23
12503,12504,2,12,2019,4,20:1:59
12504,12505,26,5,2019,2,14:5:45
12505,12506,24,9,2021,3,12:46:57
12506,12507,25,11,2019,4,20:32:39
12507,12508,24,12,2019,4,15:58:25
12508,12509,4,6,2021,2,9:2:20
12509,12510,15,2,2020,1,10:32:20
12510,12511,1,8,2019,3,20:47:23
12511,12512,12,8,2020,3,18:29:50
12512,12513,9,5,2019,2,20:40:38
12513,12514,7,5,2019,2,16:55:2
12514,12515,13,7,2019,3,19:12:21
12515,12516,15,8,2021,3,11:25:13
12516,12517,1,5,2019,2,21:54:59
12517,12518,14,8,2020,3,14:59:31
12518,12519,7,3,2019,1,14:28:0
12519,12520,13,5,2019,2,20:36:25
12520,12521,7,5,2020,2,11:3:14
12521,12522,3,7,2020,3,20:3:37
12522,12523,15,10,2020,4,12:15:35
12523,12524,25,4,2021,2,20:47:12
12524,12525,28,4,2020,2,9:39:24
12525,12526,15,11,2020,4,17:56:58
12526,12527,16,1,2019,1,15:17:16
12527,12528,4,6,2021,2,11:21:8
12528,12529,23,9,2021,3,18:21:45
12529,12530,13,11,2020,4,19:34:4
12530,12531,16,7,2021,3,17:52:55
12531,12532,28,4,2021,2,9:32:26
12532,12533,5,8,2019,3,16:50:45
12533,12534,17,8,2019,3,10:38:28
12534,12535,2,5,2019,2,13:39:34
12535,12536,5,5,2021,2,16:55:36
12536,12537,10,3,2020,1,12:49:35
12537,12538,9,11,2019,4,20:20:35
12538,12539,9,7,2020,3,12:21:0
12539,12540,28,6,2020,2,17:28:25
12540,12541,2,11,2020,4,10:4:12
12541,12542,14,5,2021,2,18:28:47
12542,12543,13,11,2019,4,14:17:47
12543,12544,27,2,2021,1,11:0:41
12544,12545,18,2,2021,1,14:36:57
12545,12546,8,2,2020,1,15:0:42
12546,12547,1,9,2019,3,12:17:44
12547,12548,21,2,2019,1,10:43:49
12548,12549,2,1,2021,1,19:3:25
12549,12550,16,1,2021,1,11:52:28
12550,12551,27,6,2019,2,19:23:55
12551,12552,26,6,2021,2,17:14:28
12552,12553,7,7,2019,3,9:58:52
12553,12554,28,4,2021,2,10:13:22
12554,12555,17,7,2019,3,13:35:32
12555,12556,11,7,2019,3,16:8:18
12556,12557,22,9,2020,3,21:35:28
12557,12558,7,12,2020,4,11:51:28
12558,12559,14,11,2020,4,17:0:1
12559,12560,19,5,2021,2,12:30:34
12560,12561,23,7,2021,3,15:17:37
12561,12562,14,8,2020,3,20:40:51
12562,12563,7,4,2020,2,12:21:15
12563,12564,28,1,2021,1,17:30:37
12564,12565,4,5,2020,2,11:32:57
12565,12566,28,3,2021,1,11:41:44
12566,12567,10,5,2020,2,12:29:18
12567,12568,12,1,2021,1,17:57:48
12568,12569,16,6,2019,2,17:31:44
12569,12570,16,8,2019,3,15:30:48
12570,12571,8,2,2021,1,9:38:44
12571,12572,18,5,2021,2,21:56:34
12572,12573,15,11,2020,4,17:1:0
12573,12574,13,3,2019,1,13:34:38
12574,12575,15,1,2019,1,11:23:52
12575,12576,23,1,2019,1,17:42:0
12576,12577,17,10,2020,4,14:42:31
12577,12578,26,2,2020,1,15:14:2
12578,12579,7,12,2019,4,12:49:26
12579,12580,10,7,2019,3,18:44:1
12580,12581,20,2,2021,1,19:32:38
12581,12582,11,7,2021,3,13:20:15
12582,12583,4,11,2020,4,13:7:3
12583,12584,20,2,2019,1,11:59:0
12584,12585,20,4,2021,2,21:1:31
12585,12586,21,7,2021,3,21:39:4
12586,12587,5,2,2020,1,9:31:19
12587,12588,14,8,2020,3,19:10:32
12588,12589,28,10,2020,4,15:17:27
12589,12590,11,9,2019,3,16:42:54
12590,12591,24,8,2019,3,16:21:20
12591,12592,15,4,2019,2,15:59:2
12592,12593,18,12,2019,4,15:3:44
12593,12594,8,3,2021,1,16:1:15
12594,12595,9,1,2021,1,15:28:55
12595,12596,17,12,2020,4,10:47:41
12596,12597,7,11,2020,4,13:43:56
12597,12598,13,2,2020,1,20:39:18
12598,12599,18,2,2020,1,17:19:17
12599,12600,28,11,2020,4,14:51:58
12600,12601,23,11,2019,4,19:39:13
12601,12602,10,6,2021,2,19:46:33
12602,12603,1,10,2020,4,17:31:19
12603,12604,13,9,2021,3,18:37:15
12604,12605,7,7,2019,3,13:36:26
12605,12606,12,5,2021,2,15:16:55
12606,12607,15,5,2021,2,10:10:33
12607,12608,4,5,2021,2,10:28:11
12608,12609,13,3,2020,1,16:43:42
12609,12610,18,2,2021,1,20:7:50
12610,12611,25,4,2019,2,19:3:57
12611,12612,17,5,2020,2,13:44:25
12612,12613,20,3,2019,1,17:22:42
12613,12614,12,2,2020,1,18:1:27
12614,12615,27,1,2019,1,15:51:31
12615,12616,28,9,2021,3,18:29:1
12616,12617,4,4,2021,2,17:56:4
12617,12618,15,12,2019,4,16:43:18
12618,12619,21,4,2020,2,14:37:32
12619,12620,13,1,2019,1,19:17:14
12620,12621,14,7,2020,3,19:56:18
12621,12622,24,3,2020,1,17:8:2
12622,12623,7,8,2021,3,19:41:46
12623,12624,26,2,2020,1,21:44:15
12624,12625,13,8,2019,3,15:36:31
12625,12626,7,9,2021,3,12:48:58
12626,12627,17,5,2021,2,18:16:30
12627,12628,16,3,2021,1,12:51:43
12628,12629,10,3,2019,1,13:7:33
12629,12630,28,5,2021,2,9:54:41
12630,12631,8,9,2021,3,16:32:13
12631,12632,16,3,2020,1,9:43:48
12632,12633,5,7,2020,3,14:50:23
12633,12634,11,9,2020,3,19:31:12
12634,12635,21,5,2021,2,14:33:7
12635,12636,28,12,2019,4,16:59:46
12636,12637,27,5,2021,2,20:21:34
12637,12638,24,11,2019,4,19:38:43
12638,12639,10,7,2019,3,21:14:16
12639,12640,6,3,2021,1,19:51:39
12640,12641,17,9,2019,3,17:3:15
12641,12642,28,1,2019,1,10:13:57
12642,12643,16,1,2021,1,20:17:29
12643,12644,24,9,2019,3,19:2:19
12644,12645,6,12,2020,4,12:28:34
12645,12646,12,9,2021,3,9:32:50
12646,12647,13,2,2021,1,19:57:21
12647,12648,16,4,2019,2,9:25:22
12648,12649,9,10,2019,4,12:37:21
12649,12650,21,8,2021,3,13:36:1
12650,12651,22,9,2019,3,9:45:45
12651,12652,22,10,2019,4,14:1:27
12652,12653,10,2,2019,1,17:13:22
12653,12654,2,9,2019,3,21:57:59
12654,12655,2,7,2019,3,12:44:17
12655,12656,11,7,2019,3,17:17:58
12656,12657,26,5,2019,2,10:44:27
12657,12658,4,11,2019,4,11:7:33
12658,12659,28,9,2019,3,9:17:34
12659,12660,16,4,2021,2,14:43:2
12660,12661,7,8,2019,3,9:17:25
12661,12662,12,11,2019,4,10:45:14
12662,12663,28,2,2021,1,13:36:24
12663,12664,2,12,2019,4,9:50:8
12664,12665,4,7,2020,3,13:0:54
12665,12666,4,7,2021,3,11:34:28
12666,12667,16,3,2021,1,10:37:24
12667,12668,10,9,2020,3,17:34:0
12668,12669,22,7,2020,3,21:1:49
12669,12670,24,10,2019,4,17:13:21
12670,12671,28,4,2021,2,17:55:47
12671,12672,22,4,2021,2,15:15:44
12672,12673,13,2,2019,1,18:4:55
12673,12674,8,6,2019,2,11:53:30
12674,12675,21,4,2021,2,13:3:53
12675,12676,5,9,2021,3,10:20:9
12676,12677,25,10,2019,4,11:48:54
12677,12678,27,4,2020,2,12:40:36
12678,12679,1,9,2021,3,17:33:51
12679,12680,2,1,2020,1,19:40:3
12680,12681,17,6,2019,2,13:8:29
12681,12682,28,6,2021,2,21:20:11
12682,12683,7,8,2021,3,17:23:13
12683,12684,9,11,2019,4,21:53:32
12684,12685,24,7,2021,3,20:23:44
12685,12686,28,7,2020,3,10:48:33
12686,12687,19,6,2021,2,11:9:10
12687,12688,25,3,2019,1,20:34:1
12688,12689,16,2,2021,1,12:25:16
12689,12690,1,4,2019,2,12:36:15
12690,12691,11,4,2019,2,19:9:53
12691,12692,24,2,2021,1,10:56:24
12692,12693,15,7,2019,3,15:53:24
12693,12694,18,7,2020,3,12:7:39
12694,12695,26,3,2021,1,19:50:42
12695,12696,10,12,2020,4,11:33:43
12696,12697,2,8,2019,3,18:50:1
12697,12698,19,5,2021,2,9:55:0
12698,12699,16,8,2019,3,16:38:11
12699,12700,2,1,2020,1,12:50:43
12700,12701,21,4,2021,2,17:41:49
12701,12702,7,9,2019,3,14:4:58
12702,12703,5,6,2020,2,18:43:53
12703,12704,23,2,2020,1,11:4:41
12704,12705,10,6,2021,2,15:31:51
12705,12706,13,10,2020,4,11:53:57
12706,12707,6,8,2020,3,16:14:1
12707,12708,5,2,2021,1,11:51:37
12708,12709,17,11,2020,4,18:4:32
12709,12710,12,4,2021,2,18:6:4
12710,12711,24,7,2021,3,9:4:45
12711,12712,22,2,2019,1,20:3:49
12712,12713,7,5,2020,2,9:6:11
12713,12714,8,12,2019,4,18:49:18
12714,12715,4,9,2019,3,14:33:2
12715,12716,21,3,2020,1,20:28:9
12716,12717,10,3,2021,1,18:41:56
12717,12718,4,9,2019,3,17:39:25
12718,12719,21,9,2019,3,11:57:19
12719,12720,23,8,2019,3,15:42:16
12720,12721,11,5,2020,2,14:39:43
12721,12722,19,3,2019,1,19:39:51
12722,12723,2,5,2019,2,21:29:49
12723,12724,28,1,2021,1,10:46:56
12724,12725,1,2,2019,1,14:7:55
12725,12726,24,12,2020,4,9:15:23
12726,12727,24,6,2021,2,13:27:5
12727,12728,21,4,2019,2,11:27:56
12728,12729,21,1,2019,1,19:41:14
12729,12730,25,5,2021,2,11:33:38
12730,12731,15,6,2021,2,10:32:39
12731,12732,15,1,2019,1,21:51:47
12732,12733,19,5,2021,2,16:27:36
12733,12734,5,7,2020,3,19:1:15
12734,12735,15,8,2019,3,14:55:22
12735,12736,18,9,2021,3,14:2:31
12736,12737,9,7,2019,3,10:45:5
12737,12738,19,1,2021,1,20:5:3
12738,12739,15,5,2020,2,20:25:19
12739,12740,4,5,2021,2,16:25:19
12740,12741,7,11,2020,4,16:56:59
12741,12742,8,4,2021,2,20:9:52
12742,12743,8,4,2019,2,10:28:38
12743,12744,22,5,2019,2,18:22:13
12744,12745,13,11,2019,4,15:49:41
12745,12746,2,9,2020,3,16:0:7
12746,12747,10,8,2020,3,10:46:5
12747,12748,24,4,2021,2,13:26:11
12748,12749,23,6,2020,2,15:17:13
12749,12750,27,6,2020,2,17:33:31
12750,12751,22,10,2019,4,11:27:33
12751,12752,9,8,2021,3,11:7:13
12752,12753,7,3,2019,1,15:40:51
12753,12754,21,10,2019,4,20:8:44
12754,12755,24,4,2019,2,11:40:9
12755,12756,18,2,2021,1,11:16:53
12756,12757,12,12,2020,4,19:40:50
12757,12758,2,11,2019,4,14:26:56
12758,12759,9,1,2021,1,10:39:57
12759,12760,18,9,2020,3,15:41:55
12760,12761,11,4,2020,2,13:45:27
12761,12762,24,9,2020,3,12:20:30
12762,12763,24,4,2021,2,9:58:17
12763,12764,24,4,2020,2,9:34:58
12764,12765,15,12,2019,4,16:47:18
12765,12766,13,11,2019,4,10:42:37
12766,12767,18,10,2019,4,21:17:23
12767,12768,2,11,2020,4,19:53:39
12768,12769,8,10,2020,4,9:35:3
12769,12770,1,8,2021,3,14:24:58
12770,12771,11,9,2019,3,14:8:40
12771,12772,16,10,2019,4,13:7:33
12772,12773,18,5,2020,2,20:6:46
12773,12774,25,2,2021,1,9:33:15
12774,12775,13,2,2019,1,21:21:18
12775,12776,14,5,2020,2,20:48:24
12776,12777,15,3,2020,1,14:46:5
12777,12778,19,6,2020,2,15:23:0
12778,12779,7,5,2020,2,17:47:1
12779,12780,19,7,2019,3,11:56:58
12780,12781,12,8,2021,3,20:35:26
12781,12782,23,5,2021,2,11:36:2
12782,12783,6,12,2019,4,11:44:14
12783,12784,19,9,2021,3,18:58:37
12784,12785,20,6,2020,2,16:47:2
12785,12786,26,4,2021,2,14:35:55
12786,12787,28,9,2021,3,10:3:47
12787,12788,10,5,2021,2,15:35:31
12788,12789,5,9,2021,3,21:30:19
12789,12790,11,4,2021,2,9:12:57
12790,12791,21,8,2020,3,16:51:8
12791,12792,18,4,2019,2,16:53:12
12792,12793,14,8,2019,3,18:40:39
12793,12794,9,8,2019,3,21:22:27
12794,12795,6,2,2021,1,17:24:10
12795,12796,3,6,2020,2,20:32:35
12796,12797,7,4,2021,2,17:45:38
12797,12798,7,6,2020,2,20:42:20
12798,12799,13,6,2021,2,20:16:51
12799,12800,18,2,2019,1,10:22:17
12800,12801,16,10,2019,4,16:58:20
12801,12802,26,1,2019,1,9:10:1
12802,12803,8,4,2021,2,10:40:26
12803,12804,26,11,2020,4,20:56:5
12804,12805,23,2,2021,1,15:49:38
12805,12806,11,6,2020,2,19:42:11
12806,12807,1,9,2019,3,14:30:9
12807,12808,21,3,2021,1,16:13:48
12808,12809,20,12,2019,4,15:33:36
12809,12810,19,9,2019,3,18:16:49
12810,12811,23,1,2020,1,16:20:45
12811,12812,20,9,2019,3,10:29:34
12812,12813,12,3,2019,1,20:21:41
12813,12814,20,3,2020,1,15:36:54
12814,12815,8,9,2021,3,17:47:33
12815,12816,1,7,2019,3,9:41:29
12816,12817,6,6,2021,2,11:40:55
12817,12818,20,5,2019,2,10:14:33
12818,12819,5,12,2019,4,10:29:46
12819,12820,20,7,2019,3,10:15:7
12820,12821,20,6,2020,2,15:36:40
12821,12822,24,6,2021,2,9:26:49
12822,12823,15,12,2019,4,17:53:59
12823,12824,20,9,2021,3,11:41:15
12824,12825,14,5,2020,2,15:5:7
12825,12826,18,8,2019,3,20:31:38
12826,12827,9,12,2019,4,16:49:12
12827,12828,27,8,2019,3,14:20:13
12828,12829,23,2,2019,1,11:35:24
12829,12830,26,4,2019,2,20:10:52
12830,12831,13,5,2021,2,17:52:41
12831,12832,25,12,2020,4,16:26:9
12832,12833,9,1,2019,1,15:4:9
12833,12834,13,9,2021,3,13:5:20
12834,12835,5,10,2019,4,9:37:31
12835,12836,1,8,2019,3,13:7:20
12836,12837,27,11,2020,4,9:6:30
12837,12838,23,6,2019,2,15:30:27
12838,12839,11,3,2019,1,11:25:11
12839,12840,17,12,2020,4,19:36:26
12840,12841,21,10,2020,4,16:51:5
12841,12842,4,8,2019,3,19:12:22
12842,12843,4,8,2021,3,13:47:23
12843,12844,12,11,2019,4,11:23:39
