,SaleID,MenuItemID,MenuItemQuantity,Total,TimeID
30491,10200,7,1,12.75,20199
30492,10201,25,4,30.0,20200
30493,10201,15,5,46.25,20200
30494,10201,12,1,14.79,20200
30495,10202,15,4,37.0,20201
30496,10202,11,3,44.37,20201
30497,10202,12,5,73.94999999999999,20201
30498,10203,24,1,4.4,20202
30499,10203,21,5,12.5,20202
30500,10203,18,2,15.0,20202
30501,10203,5,3,34.95,20202
30502,10204,3,5,64.45,20203
30503,10204,6,4,39.8,20203
30504,10204,30,4,15.0,20203
30505,10204,13,5,73.94999999999999,20203
30506,10204,19,2,5.98,20203
30507,10205,6,2,19.9,20204
30508,10205,26,2,12.5,20204
30509,10206,3,5,64.45,20205
30510,10207,27,1,1.5,20206
30511,10207,28,3,7.470000000000001,20206
30512,10207,27,3,4.5,20206
30513,10207,22,4,8.0,20206
30514,10207,1,4,41.96,20206
30515,10208,20,3,13.5,20207
30516,10208,8,1,9.95,20207
30517,10209,15,2,18.5,20208
30518,10209,14,5,67.45,20208
30519,10209,2,1,11.69,20208
30520,10210,21,3,7.5,20209
30521,10210,2,4,46.76,20209
30522,10210,11,3,44.37,20209
30523,10210,12,4,59.16,20209
30524,10210,15,3,27.75,20209
30525,10211,14,1,13.49,20210
30526,10211,30,5,18.75,20210
30527,10211,22,1,2.0,20210
30528,10211,29,2,6.0,20210
30529,10211,28,2,4.98,20210
30530,10212,23,2,17.9,20211
30531,10212,23,4,35.8,20211
30532,10213,23,4,35.8,20212
30533,10213,15,3,27.75,20212
30534,10213,14,1,13.49,20212
30535,10213,23,1,8.95,20212
30536,10214,21,2,5.0,20213
30537,10214,15,2,18.5,20213
30538,10214,27,5,7.5,20213
30539,10215,28,3,7.470000000000001,20214
30540,10215,21,5,12.5,20214
30541,10216,5,3,34.95,20215
30542,10216,22,5,10.0,20215
30543,10216,10,2,29.58,20215
30544,10216,29,4,12.0,20215
30545,10216,27,4,6.0,20215
30546,10217,11,4,59.16,20216
30547,10217,20,4,18.0,20216
30548,10217,29,4,12.0,20216
30549,10217,25,1,7.5,20216
30550,10217,27,5,7.5,20216
30551,10218,20,2,9.0,20217
30552,10218,11,4,59.16,20217
30553,10218,7,3,38.25,20217
30554,10219,8,1,9.95,20218
30555,10219,16,1,7.5,20218
30556,10220,29,3,9.0,20219
30557,10221,13,2,29.58,20220
30558,10222,3,2,25.78,20221
30559,10222,25,1,7.5,20221
30560,10223,5,4,46.6,20222
30561,10224,7,5,63.75,20223
30562,10225,2,5,58.449999999999996,20224
30563,10225,26,2,12.5,20224
30564,10225,5,1,11.65,20224
30565,10225,8,3,29.849999999999998,20224
30566,10225,17,5,37.5,20224
30567,10226,5,3,34.95,20225
30568,10226,4,4,69.0,20225
30569,10226,23,5,44.75,20225
30570,10227,13,2,29.58,20226
30571,10227,24,5,22.0,20226
30572,10227,6,1,9.95,20226
30573,10227,27,1,1.5,20226
30574,10227,1,3,31.47,20226
30575,10228,1,5,52.45,20227
30576,10228,1,4,41.96,20227
30577,10228,14,3,40.47,20227
30578,10228,30,3,11.25,20227
30579,10229,8,1,9.95,20228
30580,10229,19,2,5.98,20228
30581,10229,5,3,34.95,20228
30582,10229,14,1,13.49,20228
30583,10229,30,1,3.75,20228
30584,10230,17,3,22.5,20229
30585,10230,13,2,29.58,20229
30586,10230,9,4,47.56,20229
30587,10231,14,1,13.49,20230
30588,10232,6,1,9.95,20231
30589,10232,15,2,18.5,20231
30590,10233,14,3,40.47,20232
30591,10233,21,1,2.5,20232
30592,10233,17,2,15.0,20232
30593,10233,4,2,34.5,20232
30594,10234,27,1,1.5,20233
30595,10234,10,5,73.94999999999999,20233
30596,10234,2,2,23.38,20233
30597,10234,1,5,52.45,20233
30598,10234,28,2,4.98,20233
30599,10235,8,4,39.8,20234
30600,10235,11,4,59.16,20234
30601,10235,11,2,29.58,20234
30602,10235,10,3,44.37,20234
30603,10236,22,4,8.0,20235
30604,10236,17,4,30.0,20235
30605,10236,5,5,58.25,20235
30606,10236,8,3,29.849999999999998,20235
30607,10237,14,3,40.47,20236
30608,10237,20,2,9.0,20236
30609,10237,15,5,46.25,20236
30610,10237,24,4,17.6,20236
30611,10238,3,2,25.78,20237
30612,10238,15,3,27.75,20237
30613,10238,27,5,7.5,20237
30614,10238,16,2,15.0,20237
30615,10239,22,4,8.0,20238
30616,10240,27,5,7.5,20239
30617,10240,18,2,15.0,20239
30618,10241,16,2,15.0,20240
30619,10241,21,5,12.5,20240
30620,10242,24,1,4.4,20241
30621,10242,20,4,18.0,20241
30622,10242,20,4,18.0,20241
30623,10242,12,4,59.16,20241
30624,10242,13,3,44.37,20241
30625,10243,26,2,12.5,20242
30626,10243,17,4,30.0,20242
30627,10243,3,4,51.56,20242
30628,10244,19,2,5.98,20243
30629,10245,1,2,20.98,20244
30630,10245,7,1,12.75,20244
30631,10245,28,1,2.49,20244
30632,10245,26,3,18.75,20244
30633,10245,26,5,31.25,20244
30634,10246,23,1,8.95,20245
30635,10246,7,5,63.75,20245
30636,10246,10,4,59.16,20245
30637,10246,13,2,29.58,20245
30638,10246,18,3,22.5,20245
30639,10247,12,2,29.58,20246
30640,10247,16,5,37.5,20246
30641,10247,27,4,6.0,20246
30642,10248,19,3,8.97,20247
30643,10249,5,5,58.25,20248
30644,10249,12,4,59.16,20248
30645,10249,16,3,22.5,20248
30646,10249,14,5,67.45,20248
30647,10250,27,4,6.0,20249
30648,10250,27,4,6.0,20249
30649,10251,20,1,4.5,20250
30650,10251,24,3,13.200000000000001,20250
30651,10252,20,1,4.5,20251
30652,10252,10,2,29.58,20251
30653,10252,3,2,25.78,20251
30654,10252,17,4,30.0,20251
30655,10253,2,1,11.69,20252
30656,10253,30,2,7.5,20252
30657,10254,8,5,49.75,20253
30658,10254,19,4,11.96,20253
30659,10254,4,1,17.25,20253
30660,10254,19,5,14.950000000000001,20253
30661,10255,24,5,22.0,20254
30662,10255,30,2,7.5,20254
30663,10255,30,2,7.5,20254
30664,10255,25,4,30.0,20254
30665,10256,10,4,59.16,20255
30666,10256,27,2,3.0,20255
30667,10257,26,1,6.25,20256
30668,10258,28,3,7.470000000000001,20257
30669,10258,20,2,9.0,20257
30670,10258,28,4,9.96,20257
30671,10259,19,4,11.96,20258
30672,10259,21,3,7.5,20258
30673,10259,13,2,29.58,20258
30674,10259,20,1,4.5,20258
30675,10260,19,3,8.97,20259
30676,10260,8,5,49.75,20259
30677,10260,13,3,44.37,20259
30678,10260,14,4,53.96,20259
30679,10260,8,3,29.849999999999998,20259
30680,10261,13,3,44.37,20260
30681,10261,8,4,39.8,20260
30682,10261,1,4,41.96,20260
30683,10262,10,4,59.16,20261
30684,10262,7,2,25.5,20261
30685,10263,18,3,22.5,20262
30686,10263,4,2,34.5,20262
30687,10263,30,4,15.0,20262
30688,10264,16,2,15.0,20263
30689,10264,19,3,8.97,20263
30690,10264,23,2,17.9,20263
30691,10265,10,2,29.58,20264
30692,10265,23,2,17.9,20264
30693,10266,15,1,9.25,20265
30694,10266,5,3,34.95,20265
30695,10266,30,5,18.75,20265
30696,10266,9,2,23.78,20265
30697,10267,17,2,15.0,20266
30698,10267,10,3,44.37,20266
30699,10268,10,2,29.58,20267
30700,10268,14,5,67.45,20267
30701,10268,9,3,35.67,20267
30702,10268,22,1,2.0,20267
30703,10269,27,3,4.5,20268
30704,10269,24,5,22.0,20268
30705,10270,12,3,44.37,20269
30706,10270,25,2,15.0,20269
30707,10270,4,1,17.25,20269
30708,10271,24,3,13.200000000000001,20270
30709,10272,29,1,3.0,20271
30710,10273,3,3,38.67,20272
30711,10274,19,1,2.99,20273
30712,10274,3,4,51.56,20273
30713,10275,10,2,29.58,20274
30714,10275,24,2,8.8,20274
30715,10275,14,3,40.47,20274
30716,10276,1,2,20.98,20275
30717,10277,3,1,12.89,20276
30718,10277,10,4,59.16,20276
30719,10277,13,3,44.37,20276
30720,10278,15,2,18.5,20277
30721,10278,28,4,9.96,20277
30722,10278,18,4,30.0,20277
30723,10279,15,3,27.75,20278
30724,10279,3,2,25.78,20278
30725,10279,26,5,31.25,20278
30726,10279,5,5,58.25,20278
30727,10280,18,5,37.5,20279
30728,10280,19,2,5.98,20279
30729,10280,11,1,14.79,20279
30730,10281,20,1,4.5,20280
30731,10281,3,3,38.67,20280
30732,10282,7,5,63.75,20281
30733,10283,23,2,17.9,20282
30734,10283,16,4,30.0,20282
30735,10283,11,5,73.94999999999999,20282
30736,10284,7,1,12.75,20283
30737,10285,28,2,4.98,20284
30738,10285,28,3,7.470000000000001,20284
30739,10285,5,2,23.3,20284
30740,10285,18,3,22.5,20284
30741,10286,1,2,20.98,20285
30742,10286,9,1,11.89,20285
30743,10286,11,4,59.16,20285
30744,10286,24,3,13.200000000000001,20285
30745,10287,15,1,9.25,20286
30746,10287,8,4,39.8,20286
30747,10287,27,4,6.0,20286
30748,10288,19,2,5.98,20287
30749,10288,6,3,29.849999999999998,20287
30750,10288,5,2,23.3,20287
30751,10289,19,5,14.950000000000001,20288
30752,10289,11,4,59.16,20288
30753,10289,18,4,30.0,20288
30754,10289,29,4,12.0,20288
30755,10290,17,4,30.0,20289
30756,10290,9,3,35.67,20289
30757,10290,26,3,18.75,20289
30758,10290,30,2,7.5,20289
30759,10291,21,3,7.5,20290
30760,10291,30,5,18.75,20290
30761,10291,13,4,59.16,20290
30762,10291,29,2,6.0,20290
30763,10291,13,1,14.79,20290
30764,10292,24,4,17.6,20291
30765,10292,10,5,73.94999999999999,20291
30766,10293,11,5,73.94999999999999,20292
30767,10293,16,5,37.5,20292
30768,10293,20,4,18.0,20292
30769,10293,22,2,4.0,20292
30770,10294,29,5,15.0,20293
30771,10295,13,3,44.37,20294
30772,10295,21,4,10.0,20294
30773,10295,24,4,17.6,20294
30774,10295,13,3,44.37,20294
30775,10296,6,5,49.75,20295
30776,10297,29,2,6.0,20296
30777,10297,8,2,19.9,20296
30778,10297,17,2,15.0,20296
30779,10297,6,4,39.8,20296
30780,10297,7,2,25.5,20296
30781,10298,3,2,25.78,20297
30782,10298,28,3,7.470000000000001,20297
30783,10298,21,4,10.0,20297
30784,10298,15,3,27.75,20297
30785,10298,25,4,30.0,20297
30786,10299,13,4,59.16,20298
30787,10300,13,1,14.79,20299
30788,10300,8,1,9.95,20299
30789,10300,7,2,25.5,20299
30790,10300,16,4,30.0,20299
30791,10300,25,4,30.0,20299
30792,10301,1,3,31.47,20300
30793,10301,20,5,22.5,20300
30794,10301,29,5,15.0,20300
30795,10302,18,1,7.5,20301
30796,10302,22,1,2.0,20301
30797,10302,8,1,9.95,20301
30798,10302,2,5,58.449999999999996,20301
30799,10303,14,1,13.49,20302
30800,10303,18,1,7.5,20302
30801,10303,24,3,13.200000000000001,20302
30802,10303,13,3,44.37,20302
30803,10303,12,2,29.58,20302
30804,10304,9,4,47.56,20303
30805,10304,11,5,73.94999999999999,20303
30806,10304,18,5,37.5,20303
30807,10304,19,2,5.98,20303
30808,10304,5,2,23.3,20303
30809,10305,7,4,51.0,20304
30810,10305,16,5,37.5,20304
30811,10305,29,1,3.0,20304
30812,10305,1,5,52.45,20304
30813,10305,9,2,23.78,20304
30814,10306,18,1,7.5,20305
30815,10307,23,1,8.95,20306
30816,10307,9,2,23.78,20306
30817,10307,23,4,35.8,20306
30818,10307,12,4,59.16,20306
30819,10307,13,5,73.94999999999999,20306
30820,10308,21,2,5.0,20307
30821,10308,30,5,18.75,20307
30822,10308,17,2,15.0,20307
30823,10308,23,5,44.75,20307
30824,10309,8,3,29.849999999999998,20308
30825,10310,12,1,14.79,20309
30826,10310,18,5,37.5,20309
30827,10310,22,2,4.0,20309
30828,10310,24,1,4.4,20309
30829,10310,23,2,17.9,20309
30830,10311,21,5,12.5,20310
30831,10311,7,3,38.25,20310
30832,10312,22,5,10.0,20311
30833,10312,17,5,37.5,20311
30834,10312,20,1,4.5,20311
30835,10312,17,3,22.5,20311
30836,10312,16,1,7.5,20311
30837,10313,24,3,13.200000000000001,20312
30838,10313,20,3,13.5,20312
30839,10314,8,5,49.75,20313
30840,10314,27,1,1.5,20313
30841,10314,26,1,6.25,20313
30842,10314,16,1,7.5,20313
30843,10315,25,4,30.0,20314
30844,10315,20,1,4.5,20314
30845,10316,16,3,22.5,20315
30846,10316,22,2,4.0,20315
30847,10316,3,4,51.56,20315
30848,10316,7,4,51.0,20315
30849,10316,24,4,17.6,20315
30850,10317,15,3,27.75,20316
30851,10318,21,1,2.5,20317
30852,10318,8,3,29.849999999999998,20317
30853,10318,2,1,11.69,20317
30854,10319,17,3,22.5,20318
30855,10319,14,5,67.45,20318
30856,10319,30,2,7.5,20318
30857,10319,26,1,6.25,20318
30858,10319,10,4,59.16,20318
30859,10320,28,5,12.450000000000001,20319
30860,10320,4,4,69.0,20319
30861,10320,2,4,46.76,20319
30862,10320,15,3,27.75,20319
30863,10320,6,3,29.849999999999998,20319
30864,10321,20,5,22.5,20320
30865,10321,25,2,15.0,20320
30866,10321,1,2,20.98,20320
30867,10322,20,3,13.5,20321
30868,10322,30,3,11.25,20321
30869,10322,20,1,4.5,20321
30870,10322,7,5,63.75,20321
30871,10322,30,4,15.0,20321
30872,10323,16,4,30.0,20322
30873,10324,25,5,37.5,20323
30874,10325,6,5,49.75,20324
30875,10325,25,4,30.0,20324
30876,10325,7,1,12.75,20324
30877,10325,17,1,7.5,20324
30878,10325,5,2,23.3,20324
30879,10326,20,4,18.0,20325
30880,10326,22,4,8.0,20325
30881,10326,25,2,15.0,20325
30882,10327,21,4,10.0,20326
30883,10327,4,4,69.0,20326
30884,10327,17,1,7.5,20326
30885,10328,18,1,7.5,20327
30886,10328,29,4,12.0,20327
30887,10329,17,5,37.5,20328
30888,10329,3,1,12.89,20328
30889,10330,15,3,27.75,20329
30890,10330,12,3,44.37,20329
30891,10331,16,3,22.5,20330
30892,10331,27,4,6.0,20330
30893,10331,15,5,46.25,20330
30894,10332,7,2,25.5,20331
30895,10332,3,5,64.45,20331
30896,10333,23,2,17.9,20332
30897,10333,3,1,12.89,20332
30898,10333,18,5,37.5,20332
30899,10333,1,4,41.96,20332
30900,10333,12,3,44.37,20332
30901,10334,3,2,25.78,20333
30902,10335,28,3,7.470000000000001,20334
30903,10335,28,1,2.49,20334
30904,10336,19,2,5.98,20335
30905,10336,21,1,2.5,20335
30906,10336,3,5,64.45,20335
30907,10336,26,5,31.25,20335
30908,10337,7,5,63.75,20336
30909,10337,26,4,25.0,20336
30910,10337,16,2,15.0,20336
30911,10338,21,5,12.5,20337
30912,10338,3,5,64.45,20337
30913,10338,8,3,29.849999999999998,20337
30914,10338,26,1,6.25,20337
30915,10338,28,4,9.96,20337
30916,10339,18,1,7.5,20338
30917,10339,14,2,26.98,20338
30918,10339,7,5,63.75,20338
30919,10339,19,3,8.97,20338
30920,10339,25,3,22.5,20338
30921,10340,2,1,11.69,20339
30922,10340,14,2,26.98,20339
30923,10341,14,1,13.49,20340
30924,10341,22,3,6.0,20340
30925,10341,27,3,4.5,20340
30926,10342,7,1,12.75,20341
30927,10342,18,5,37.5,20341
30928,10343,6,5,49.75,20342
30929,10343,9,4,47.56,20342
30930,10343,11,2,29.58,20342
30931,10343,5,4,46.6,20342
30932,10343,18,4,30.0,20342
30933,10344,19,5,14.950000000000001,20343
30934,10344,19,4,11.96,20343
30935,10344,23,5,44.75,20343
30936,10344,17,1,7.5,20343
30937,10345,12,4,59.16,20344
30938,10345,28,5,12.450000000000001,20344
30939,10345,19,1,2.99,20344
30940,10345,17,1,7.5,20344
30941,10346,13,2,29.58,20345
30942,10346,26,1,6.25,20345
30943,10346,17,3,22.5,20345
30944,10347,3,3,38.67,20346
30945,10347,29,3,9.0,20346
30946,10347,9,2,23.78,20346
30947,10347,23,1,8.95,20346
30948,10347,3,4,51.56,20346
30949,10348,18,5,37.5,20347
30950,10348,30,1,3.75,20347
30951,10348,21,4,10.0,20347
30952,10348,4,2,34.5,20347
30953,10348,18,3,22.5,20347
30954,10349,3,4,51.56,20348
30955,10349,23,4,35.8,20348
30956,10349,4,5,86.25,20348
30957,10349,29,4,12.0,20348
30958,10349,16,4,30.0,20348
30959,10350,11,1,14.79,20349
30960,10350,3,5,64.45,20349
30961,10351,15,4,37.0,20350
30962,10351,7,1,12.75,20350
30963,10351,6,3,29.849999999999998,20350
30964,10351,11,5,73.94999999999999,20350
30965,10351,7,5,63.75,20350
30966,10352,25,4,30.0,20351
30967,10352,19,3,8.97,20351
30968,10352,18,1,7.5,20351
30969,10352,2,2,23.38,20351
30970,10353,18,4,30.0,20352
30971,10353,29,3,9.0,20352
30972,10353,7,4,51.0,20352
30973,10353,11,5,73.94999999999999,20352
30974,10354,26,2,12.5,20353
30975,10354,12,5,73.94999999999999,20353
30976,10354,19,1,2.99,20353
30977,10354,28,1,2.49,20353
30978,10355,18,2,15.0,20354
30979,10355,15,2,18.5,20354
30980,10355,7,5,63.75,20354
30981,10356,8,2,19.9,20355
30982,10356,27,2,3.0,20355
30983,10356,20,4,18.0,20355
30984,10356,21,2,5.0,20355
30985,10356,27,1,1.5,20355
30986,10357,4,4,69.0,20356
30987,10357,26,2,12.5,20356
30988,10357,4,1,17.25,20356
30989,10358,10,2,29.58,20357
30990,10358,15,5,46.25,20357
30991,10359,16,4,30.0,20358
30992,10359,16,5,37.5,20358
30993,10360,9,1,11.89,20359
30994,10360,30,5,18.75,20359
30995,10360,12,5,73.94999999999999,20359
30996,10360,13,3,44.37,20359
30997,10360,25,3,22.5,20359
30998,10361,10,2,29.58,20360
30999,10361,11,2,29.58,20360
31000,10361,7,1,12.75,20360
31001,10361,5,1,11.65,20360
31002,10362,15,5,46.25,20361
31003,10362,20,4,18.0,20361
31004,10362,18,4,30.0,20361
31005,10362,5,5,58.25,20361
31006,10362,11,3,44.37,20361
31007,10363,14,4,53.96,20362
31008,10363,8,5,49.75,20362
31009,10363,29,4,12.0,20362
31010,10363,9,4,47.56,20362
31011,10363,7,3,38.25,20362
31012,10364,13,1,14.79,20363
31013,10365,26,2,12.5,20364
31014,10365,1,2,20.98,20364
31015,10366,3,2,25.78,20365
31016,10366,5,4,46.6,20365
31017,10366,20,4,18.0,20365
31018,10366,22,4,8.0,20365
31019,10366,3,3,38.67,20365
31020,10367,17,3,22.5,20366
31021,10367,5,4,46.6,20366
31022,10367,1,3,31.47,20366
31023,10368,2,4,46.76,20367
31024,10369,8,5,49.75,20368
31025,10369,18,2,15.0,20368
31026,10369,26,4,25.0,20368
31027,10370,3,5,64.45,20369
31028,10370,4,4,69.0,20369
31029,10370,7,5,63.75,20369
31030,10370,29,2,6.0,20369
31031,10371,24,5,22.0,20370
31032,10371,15,4,37.0,20370
31033,10371,21,3,7.5,20370
31034,10372,30,2,7.5,20371
31035,10373,14,1,13.49,20372
31036,10374,1,4,41.96,20373
31037,10374,21,3,7.5,20373
31038,10374,30,3,11.25,20373
31039,10374,2,2,23.38,20373
31040,10375,1,5,52.45,20374
31041,10375,24,5,22.0,20374
31042,10376,6,1,9.95,20375
31043,10376,18,2,15.0,20375
31044,10376,9,4,47.56,20375
31045,10377,19,4,11.96,20376
31046,10377,15,5,46.25,20376
31047,10378,10,2,29.58,20377
31048,10378,7,2,25.5,20377
31049,10379,24,2,8.8,20378
31050,10379,4,1,17.25,20378
31051,10380,19,2,5.98,20379
31052,10380,24,1,4.4,20379
31053,10380,9,4,47.56,20379
31054,10381,6,5,49.75,20380
31055,10381,4,2,34.5,20380
31056,10381,16,1,7.5,20380
31057,10381,14,5,67.45,20380
31058,10382,5,2,23.3,20381
31059,10382,14,4,53.96,20381
31060,10383,28,1,2.49,20382
31061,10383,29,3,9.0,20382
31062,10384,29,5,15.0,20383
31063,10384,15,3,27.75,20383
31064,10384,15,4,37.0,20383
31065,10384,30,1,3.75,20383
31066,10385,11,4,59.16,20384
31067,10386,1,5,52.45,20385
31068,10386,20,2,9.0,20385
31069,10386,7,1,12.75,20385
31070,10387,19,5,14.950000000000001,20386
31071,10387,28,1,2.49,20386
31072,10387,4,2,34.5,20386
31073,10388,17,1,7.5,20387
31074,10388,28,5,12.450000000000001,20387
31075,10388,8,4,39.8,20387
31076,10388,30,2,7.5,20387
31077,10388,6,4,39.8,20387
31078,10389,2,3,35.07,20388
31079,10389,6,2,19.9,20388
31080,10389,19,3,8.97,20388
31081,10389,1,2,20.98,20388
31082,10390,19,5,14.950000000000001,20389
31083,10390,3,2,25.78,20389
31084,10390,14,4,53.96,20389
31085,10390,7,5,63.75,20389
31086,10390,3,5,64.45,20389
31087,10391,26,4,25.0,20390
31088,10391,13,1,14.79,20390
31089,10391,7,1,12.75,20390
31090,10391,21,5,12.5,20390
31091,10392,8,4,39.8,20391
31092,10392,5,5,58.25,20391
31093,10392,23,4,35.8,20391
31094,10392,10,2,29.58,20391
31095,10393,22,2,4.0,20392
31096,10393,5,2,23.3,20392
31097,10393,24,4,17.6,20392
31098,10393,10,1,14.79,20392
31099,10393,22,5,10.0,20392
31100,10394,22,4,8.0,20393
31101,10394,9,2,23.78,20393
31102,10395,27,4,6.0,20394
31103,10395,22,1,2.0,20394
31104,10395,21,2,5.0,20394
31105,10396,29,3,9.0,20395
31106,10396,1,1,10.49,20395
31107,10396,30,2,7.5,20395
31108,10396,24,2,8.8,20395
31109,10397,11,5,73.94999999999999,20396
31110,10397,15,1,9.25,20396
31111,10397,5,2,23.3,20396
31112,10397,29,4,12.0,20396
31113,10398,2,3,35.07,20397
31114,10399,28,5,12.450000000000001,20398
31115,10399,18,5,37.5,20398
31116,10400,25,5,37.5,20399
31117,10400,1,3,31.47,20399
31118,10400,1,1,10.49,20399
31119,10400,26,3,18.75,20399
31120,10400,8,5,49.75,20399
31121,10401,22,2,4.0,20400
31122,10402,23,5,44.75,20401
31123,10403,14,1,13.49,20402
31124,10404,3,5,64.45,20403
31125,10405,7,1,12.75,20404
31126,10405,3,2,25.78,20404
31127,10405,20,2,9.0,20404
31128,10406,2,4,46.76,20405
31129,10407,12,2,29.58,20406
31130,10407,25,4,30.0,20406
31131,10407,13,5,73.94999999999999,20406
31132,10407,25,3,22.5,20406
31133,10408,4,2,34.5,20407
31134,10409,13,2,29.58,20408
31135,10409,12,1,14.79,20408
31136,10409,1,1,10.49,20408
31137,10409,5,3,34.95,20408
31138,10410,17,3,22.5,20409
31139,10410,28,2,4.98,20409
31140,10410,1,5,52.45,20409
31141,10411,21,3,7.5,20410
31142,10412,26,4,25.0,20411
31143,10412,3,4,51.56,20411
31144,10412,20,4,18.0,20411
31145,10412,21,1,2.5,20411
31146,10413,19,2,5.98,20412
31147,10413,7,3,38.25,20412
31148,10413,11,3,44.37,20412
31149,10413,23,3,26.849999999999998,20412
31150,10414,24,5,22.0,20413
31151,10414,18,4,30.0,20413
31152,10414,13,1,14.79,20413
31153,10414,21,5,12.5,20413
31154,10414,16,4,30.0,20413
31155,10415,9,4,47.56,20414
31156,10415,8,2,19.9,20414
31157,10415,1,1,10.49,20414
31158,10416,3,3,38.67,20415
31159,10416,11,5,73.94999999999999,20415
31160,10416,23,5,44.75,20415
31161,10416,5,1,11.65,20415
31162,10416,30,4,15.0,20415
31163,10417,3,5,64.45,20416
31164,10417,4,2,34.5,20416
31165,10417,15,1,9.25,20416
31166,10417,20,5,22.5,20416
31167,10418,25,1,7.5,20417
31168,10418,19,1,2.99,20417
31169,10418,25,3,22.5,20417
31170,10418,4,4,69.0,20417
31171,10418,28,2,4.98,20417
31172,10419,27,4,6.0,20418
31173,10419,14,3,40.47,20418
31174,10419,10,5,73.94999999999999,20418
31175,10420,27,1,1.5,20419
31176,10420,6,2,19.9,20419
31177,10420,7,1,12.75,20419
31178,10421,13,2,29.58,20420
31179,10421,5,5,58.25,20420
31180,10422,5,3,34.95,20421
31181,10422,5,2,23.3,20421
31182,10423,8,4,39.8,20422
31183,10423,20,4,18.0,20422
31184,10423,1,5,52.45,20422
31185,10423,16,5,37.5,20422
31186,10424,19,5,14.950000000000001,20423
31187,10424,18,3,22.5,20423
31188,10425,29,3,9.0,20424
31189,10425,4,2,34.5,20424
31190,10426,15,4,37.0,20425
31191,10426,3,5,64.45,20425
31192,10426,3,2,25.78,20425
31193,10426,21,3,7.5,20425
31194,10426,9,3,35.67,20425
31195,10427,10,2,29.58,20426
31196,10428,9,1,11.89,20427
31197,10428,28,4,9.96,20427
31198,10429,16,1,7.5,20428
31199,10429,27,4,6.0,20428
31200,10430,15,2,18.5,20429
31201,10430,23,5,44.75,20429
31202,10430,17,4,30.0,20429
31203,10431,5,2,23.3,20430
31204,10431,19,3,8.97,20430
31205,10431,7,4,51.0,20430
31206,10432,27,5,7.5,20431
31207,10432,10,3,44.37,20431
31208,10432,24,3,13.200000000000001,20431
31209,10433,8,3,29.849999999999998,20432
31210,10433,24,3,13.200000000000001,20432
31211,10433,11,1,14.79,20432
31212,10434,7,5,63.75,20433
31213,10435,26,1,6.25,20434
31214,10435,18,3,22.5,20434
31215,10435,22,4,8.0,20434
31216,10435,25,4,30.0,20434
31217,10435,7,5,63.75,20434
31218,10436,28,2,4.98,20435
31219,10436,3,5,64.45,20435
31220,10436,3,3,38.67,20435
31221,10437,11,2,29.58,20436
31222,10437,14,2,26.98,20436
31223,10437,19,3,8.97,20436
31224,10437,30,4,15.0,20436
31225,10438,1,4,41.96,20437
31226,10438,30,5,18.75,20437
31227,10439,14,1,13.49,20438
31228,10439,11,5,73.94999999999999,20438
31229,10439,29,5,15.0,20438
31230,10440,27,1,1.5,20439
31231,10440,5,3,34.95,20439
31232,10440,27,1,1.5,20439
31233,10440,25,3,22.5,20439
31234,10441,7,4,51.0,20440
31235,10441,5,4,46.6,20440
31236,10441,11,1,14.79,20440
31237,10441,17,4,30.0,20440
31238,10442,5,5,58.25,20441
31239,10443,17,3,22.5,20442
31240,10443,20,2,9.0,20442
31241,10443,27,1,1.5,20442
31242,10443,27,2,3.0,20442
31243,10443,27,2,3.0,20442
31244,10444,4,5,86.25,20443
31245,10445,22,3,6.0,20444
31246,10445,8,4,39.8,20444
31247,10445,11,5,73.94999999999999,20444
31248,10445,21,4,10.0,20444
31249,10445,7,2,25.5,20444
31250,10446,11,4,59.16,20445
31251,10446,19,1,2.99,20445
31252,10446,22,4,8.0,20445
31253,10446,16,1,7.5,20445
31254,10447,16,3,22.5,20446
31255,10447,25,4,30.0,20446
31256,10447,18,3,22.5,20446
31257,10448,22,4,8.0,20447
31258,10449,20,2,9.0,20448
31259,10450,5,1,11.65,20449
31260,10451,3,4,51.56,20450
31261,10451,1,1,10.49,20450
31262,10451,13,5,73.94999999999999,20450
31263,10451,19,3,8.97,20450
31264,10451,21,1,2.5,20450
31265,10452,7,5,63.75,20451
31266,10453,26,1,6.25,20452
31267,10454,17,1,7.5,20453
31268,10454,29,3,9.0,20453
31269,10454,18,1,7.5,20453
31270,10455,30,3,11.25,20454
31271,10455,2,5,58.449999999999996,20454
31272,10455,4,4,69.0,20454
31273,10455,22,2,4.0,20454
31274,10456,3,4,51.56,20455
31275,10456,13,2,29.58,20455
31276,10457,14,2,26.98,20456
31277,10458,9,2,23.78,20457
31278,10458,26,3,18.75,20457
31279,10458,12,2,29.58,20457
31280,10458,25,3,22.5,20457
31281,10458,5,1,11.65,20457
31282,10459,23,5,44.75,20458
31283,10460,30,4,15.0,20459
31284,10460,14,1,13.49,20459
31285,10460,25,3,22.5,20459
31286,10461,27,1,1.5,20460
31287,10461,12,3,44.37,20460
31288,10462,16,4,30.0,20461
31289,10462,19,5,14.950000000000001,20461
31290,10463,29,1,3.0,20462
31291,10463,30,2,7.5,20462
31292,10463,16,4,30.0,20462
31293,10463,30,1,3.75,20462
31294,10464,23,2,17.9,20463
31295,10464,6,1,9.95,20463
31296,10464,18,4,30.0,20463
31297,10464,5,2,23.3,20463
31298,10465,27,2,3.0,20464
